district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr
Polonnaruwa,Polonnaruwa Central,12,4,4,153,1,FALSE,FALSE,Well,Single phase,1,1988,12976480
Ampara,Ampara Central,18,7,5,214,1,TRUE,FALSE,Pipe-borne,Single phase,2,2004,19853405
Kegalle,Kegalle Central,11,4,4,157,1,TRUE,FALSE,Well,Three phase,1,1988,13574722
Matara,Matara Town,14,5,4,174,2,FALSE,FALSE,Pipe-borne,Three phase,1,1995,17628072
Kurunegala,Pannala,3,2,2,39,1,FALSE,FALSE,Pipe-borne,Three phase,2,2018,4001407
Ampara,Ampara Central,29,6,5,239,1,TRUE,TRUE,Both,Single phase,3,2000,31395422
Kalutara,Beruwala,5,2,1,60,0,TRUE,FALSE,Well,Single phase,1,1989,6210895
Batticaloa,Kallady,2,1,1,60,0,FALSE,FALSE,Pipe-borne,Single phase,2,1987,3021074
Nuwara Eliya,Nuwara Eliya Central,11,4,3,93,0,FALSE,TRUE,Pipe-borne,Single phase,1,2019,20535172
Kegalle,Kegalle Central,22,7,5,250,1,FALSE,FALSE,Both,Single phase,3,1985,30184964
Kalutara,Beruwala,21,7,5,250,2,FALSE,TRUE,Both,Single phase,3,1989,38669154
Matara,Weligama,16,5,5,102,2,TRUE,FALSE,Pipe-borne,Single phase,1,2021,20685887
Kandy,Kandy City,13,5,4,176,1,FALSE,TRUE,Pipe-borne,Single phase,2,2011,33163479
Anuradhapura,Madawachchiya,12,2,2,119,0,FALSE,TRUE,Both,Single phase,2,2011,16409366
Monaragala,Monaragala Central,10,3,2,142,1,TRUE,FALSE,Pipe-borne,Single phase,1,2006,13263685
Matale,Matale Central,15,6,5,209,1,FALSE,TRUE,Pipe-borne,Single phase,3,1989,26042017
Badulla,Badulla Town,2,2,2,42,1,FALSE,FALSE,Well,Single phase,2,2012,4771095
Ratnapura,Ratnapura Town,4,2,1,38,2,TRUE,FALSE,Pipe-borne,Single phase,2,2001,3499980
Colombo,Borella,9,2,2,66,0,TRUE,TRUE,Pipe-borne,Single phase,1,2025,27688019
Matale,Matale Central,9,4,3,125,0,TRUE,FALSE,Both,Three phase,1,2001,11021751
Hambantota,Tangalle,2,2,2,66,2,TRUE,TRUE,Pipe-borne,Single phase,1,2007,3733455
Badulla,Bandarawela,17,7,5,110,2,FALSE,FALSE,Both,Three phase,1,1987,12562841
Mannar,Mannar Central,12,4,4,127,0,FALSE,TRUE,Both,Single phase,1,2023,13301331
Mannar,Mannar Central,14,6,5,116,1,TRUE,FALSE,Pipe-borne,Single phase,1,2020,10491141
Polonnaruwa,Polonnaruwa Central,27,7,5,250,2,TRUE,TRUE,Well,Single phase,2,2015,43801972
Monaragala,Monaragala Central,14,5,4,115,2,TRUE,TRUE,Well,Single phase,2,1995,14963842
Mannar,Mannar Central,29,7,5,250,1,FALSE,TRUE,Well,Single phase,2,2017,32194258
Matara,Weligama,5,2,1,58,0,TRUE,FALSE,Well,Three phase,1,1997,6073331
Kandy,Gatambe,2,2,1,35,1,FALSE,FALSE,Both,Three phase,2,2024,6310215
Vavuniya,Vavuniya Central,10,5,5,59,2,FALSE,FALSE,Well,Three phase,1,2012,8828174
Batticaloa,Kallady,6,2,2,40,1,TRUE,TRUE,Well,Single phase,1,1991,6754017
Kegalle,Kegalle Central,2,1,1,59,2,FALSE,FALSE,Well,Three phase,1,1993,3010505
Nuwara Eliya,Nuwara Eliya Central,23,5,4,214,2,FALSE,FALSE,Both,Single phase,3,2006,44550504
Badulla,Badulla Town,10,3,2,72,3,FALSE,FALSE,Both,Single phase,2,1988,10766799
Badulla,Badulla Town,3,2,1,35,0,FALSE,FALSE,Both,Three phase,1,2005,4062853
Matara,Nupe,4,3,2,47,0,TRUE,FALSE,Well,Three phase,1,1991,3853536
Batticaloa,Batticaloa Town,21,7,5,250,1,TRUE,FALSE,Pipe-borne,Single phase,3,1999,30674040
Kurunegala,Pannala,2,3,2,35,0,TRUE,FALSE,Well,Three phase,1,2013,3096779
Kegalle,Kegalle Central,27,7,5,250,3,TRUE,TRUE,Pipe-borne,Single phase,2,2001,32832262
Galle,Karapitiya,24,7,5,250,1,TRUE,FALSE,Both,Single phase,2,1995,48789700
Batticaloa,Batticaloa Town,6,2,2,73,2,FALSE,TRUE,Well,Single phase,1,1994,9775576
Kandy,Gatambe,2,2,2,35,0,FALSE,FALSE,Well,Single phase,1,1990,4661243
Kilinochchi,Kilinochchi Central,2,1,1,53,1,FALSE,TRUE,Well,Three phase,2,1998,3719902
Matale,Matale Central,10,3,3,104,0,FALSE,FALSE,Well,Single phase,2,2002,11986918
Puttalam,Puttalam Central,19,7,5,238,1,FALSE,TRUE,Pipe-borne,Three phase,2,2017,24702430
Galle,Hikkaduwa,4,1,1,68,0,TRUE,FALSE,Both,Single phase,2,1987,6529736
Anuradhapura,New Town,10,5,4,94,0,FALSE,TRUE,Both,Three phase,1,2023,11938164
Vavuniya,Vavuniya Central,12,4,4,111,0,FALSE,TRUE,Well,Three phase,1,1987,8976335
Mullaitivu,Mullaitivu Central,2,2,2,40,1,TRUE,FALSE,Both,Single phase,1,1987,3080182
Hambantota,Ambalantota,18,5,4,198,1,FALSE,TRUE,Pipe-borne,Three phase,2,2021,22238163
Batticaloa,Kallady,8,3,2,80,1,FALSE,FALSE,Both,Single phase,1,2001,7597631
Puttalam,Puttalam Central,20,7,5,150,1,FALSE,TRUE,Both,Single phase,1,1999,15312802
Batticaloa,Batticaloa Town,7,3,3,99,3,FALSE,TRUE,Well,Three phase,1,1989,8807564
Galle,Galle Fort,7,3,2,86,3,FALSE,TRUE,Pipe-borne,Three phase,1,2010,15239650
Kurunegala,Pannala,7,4,3,96,0,TRUE,FALSE,Both,Single phase,1,1993,8612531
Anuradhapura,New Town,12,5,4,93,1,FALSE,TRUE,Both,Single phase,2,2013,17276561
Anuradhapura,New Town,7,3,3,35,0,FALSE,TRUE,Well,Single phase,2,1992,5961895
Mullaitivu,Mullaitivu Central,2,3,3,53,0,FALSE,FALSE,Both,Single phase,1,2020,2886700
Kurunegala,Melsiripura,30,6,5,250,1,FALSE,FALSE,Well,Single phase,2,2008,36615416
Batticaloa,Batticaloa Town,24,5,5,214,2,FALSE,TRUE,Pipe-borne,Single phase,3,1996,27023210
Monaragala,Monaragala Central,16,7,5,160,2,FALSE,FALSE,Both,Single phase,1,1996,16495626
Kilinochchi,Kilinochchi Central,7,2,1,46,1,FALSE,FALSE,Both,Three phase,2,2007,4895751
Vavuniya,Vavuniya Central,2,2,1,37,2,FALSE,FALSE,Pipe-borne,Single phase,1,2019,3823411
Nuwara Eliya,Nuwara Eliya Central,8,2,1,105,3,FALSE,TRUE,Pipe-borne,Single phase,1,2002,20317896
Kurunegala,Polgahawela,8,3,2,92,1,TRUE,FALSE,Well,Single phase,2,2023,12226214
Kegalle,Kegalle Central,10,5,4,52,0,TRUE,TRUE,Well,Single phase,1,2008,11861934
Anuradhapura,Madawachchiya,8,5,4,87,0,TRUE,FALSE,Well,Single phase,1,2005,9978855
Monaragala,Monaragala Central,29,6,5,226,1,FALSE,FALSE,Both,Three phase,3,2015,30050237
Kandy,Peradeniya,16,4,3,95,1,TRUE,TRUE,Well,Three phase,1,2010,25891248
Anuradhapura,Nuwaragam Palatha,14,5,5,114,1,TRUE,TRUE,Both,Three phase,2,2025,15611890
Nuwara Eliya,Nuwara Eliya Central,5,2,2,46,0,TRUE,FALSE,Both,Three phase,2,2014,11476640
Nuwara Eliya,Nuwara Eliya Central,12,5,5,130,2,TRUE,TRUE,Well,Single phase,2,2019,30778366
Nuwara Eliya,Nuwara Eliya Central,28,7,5,188,1,TRUE,FALSE,Both,Three phase,3,2013,48478462
Jaffna,Nallur,4,1,1,35,1,FALSE,TRUE,Both,Single phase,1,1987,5925379
Trincomalee,Uppuveli,5,4,4,40,0,FALSE,FALSE,Well,Single phase,1,2023,5920224
Polonnaruwa,Polonnaruwa Central,7,2,1,35,2,TRUE,TRUE,Well,Single phase,1,2013,8944424
Nuwara Eliya,Nuwara Eliya Central,2,5,4,45,1,TRUE,TRUE,Both,Three phase,1,2017,5765149
Puttalam,Puttalam Central,9,4,4,126,1,FALSE,FALSE,Both,Three phase,2,1991,10597836
Galle,Hikkaduwa,20,6,5,143,2,TRUE,FALSE,Well,Single phase,1,2009,22759893
Matale,Matale Central,2,2,2,35,1,TRUE,FALSE,Both,Single phase,1,2005,4151748
Monaragala,Monaragala Central,2,2,1,38,1,TRUE,TRUE,Well,Three phase,2,1996,2899118
Kilinochchi,Kilinochchi Central,10,2,2,64,1,TRUE,TRUE,Well,Three phase,2,2016,8973452
Matara,Matara Town,11,4,3,119,0,TRUE,TRUE,Both,Three phase,2,2025,18061318
Matale,Matale Central,12,4,3,135,1,TRUE,FALSE,Well,Single phase,1,1985,14907761
Polonnaruwa,Polonnaruwa Central,25,7,5,250,1,TRUE,TRUE,Pipe-borne,Single phase,2,2007,30492335
Kurunegala,Pannala,2,4,3,35,0,TRUE,FALSE,Well,Single phase,1,1997,2984556
Matara,Weligama,12,3,2,145,1,TRUE,TRUE,Pipe-borne,Three phase,2,1989,21596680
Monaragala,Monaragala Central,2,1,1,35,0,FALSE,FALSE,Pipe-borne,Three phase,1,1999,2116913
Badulla,Bandarawela,28,7,5,250,2,FALSE,FALSE,Pipe-borne,Three phase,2,2022,39957632
Puttalam,Puttalam Central,15,6,5,202,3,FALSE,TRUE,Well,Three phase,3,1997,23927511
Hambantota,Tangalle,12,5,5,79,0,FALSE,FALSE,Both,Three phase,1,2008,9372652
Jaffna,Kokuvil,13,6,5,128,3,TRUE,TRUE,Both,Three phase,1,1992,17659331
Mullaitivu,Mullaitivu Central,14,6,5,162,3,TRUE,FALSE,Well,Three phase,1,2020,14300039
Galle,Hikkaduwa,6,1,1,86,1,TRUE,FALSE,Both,Three phase,1,2008,12231526
Hambantota,Hambantota Town,14,3,3,79,1,TRUE,FALSE,Both,Three phase,1,1995,9325066
Kalutara,Kalutara North,4,4,4,67,2,FALSE,FALSE,Pipe-borne,Single phase,1,2021,6822445
Kegalle,Kegalle Central,5,1,1,48,1,TRUE,FALSE,Pipe-borne,Three phase,2,1991,7230500
Kurunegala,Pannala,10,4,3,116,2,FALSE,TRUE,Pipe-borne,Single phase,1,1993,15718066
Kandy,Gatambe,2,1,1,35,1,TRUE,TRUE,Well,Three phase,1,1995,6305225
Nuwara Eliya,Nuwara Eliya Central,19,5,5,136,2,TRUE,TRUE,Both,Single phase,2,1997,29596571
Badulla,Badulla Town,3,2,2,38,2,FALSE,TRUE,Pipe-borne,Single phase,1,2021,6374406
Polonnaruwa,Polonnaruwa Central,4,2,1,75,0,FALSE,FALSE,Well,Three phase,1,1986,3329616
Badulla,Badulla Town,19,6,5,139,1,FALSE,TRUE,Pipe-borne,Three phase,2,2003,18389574
Jaffna,Kokuvil,14,5,4,175,3,FALSE,TRUE,Well,Single phase,2,1995,20858483
Kilinochchi,Kilinochchi Central,28,6,5,250,1,TRUE,FALSE,Well,Single phase,3,1991,22518513
Vavuniya,Vavuniya Central,3,5,4,53,0,TRUE,TRUE,Pipe-borne,Three phase,2,2001,4208506
Galle,Galle Fort,9,3,2,43,1,TRUE,TRUE,Both,Three phase,2,2023,11947643
Ampara,Ampara Central,2,1,1,41,1,TRUE,FALSE,Pipe-borne,Three phase,1,1999,3613875
Kalutara,Wadduwa,4,1,1,72,0,TRUE,TRUE,Well,Single phase,1,1985,8271926
Kurunegala,Melsiripura,5,4,3,48,0,TRUE,TRUE,Well,Three phase,1,1990,5373713
Kilinochchi,Kilinochchi Central,19,7,5,174,2,TRUE,FALSE,Pipe-borne,Three phase,2,2021,18224449
Badulla,Badulla Town,15,6,5,172,2,TRUE,TRUE,Both,Three phase,1,2024,21292762
Kandy,Kandy City,8,2,1,53,2,TRUE,TRUE,Pipe-borne,Three phase,2,2004,15275851
Kalutara,Panadura,27,5,4,250,1,FALSE,TRUE,Pipe-borne,Three phase,2,1990,37245075
Kegalle,Kegalle Central,9,3,2,111,2,TRUE,TRUE,Both,Single phase,1,2025,13129428
Mannar,Mannar Central,6,1,1,63,0,TRUE,TRUE,Pipe-borne,Three phase,1,2013,5683958
Vavuniya,Vavuniya Central,5,3,2,53,1,FALSE,FALSE,Pipe-borne,Three phase,1,2007,4056903
Nuwara Eliya,Nuwara Eliya Central,12,4,3,141,0,FALSE,TRUE,Both,Three phase,1,2015,27208745
Hambantota,Ambalantota,2,1,1,61,0,TRUE,FALSE,Well,Three phase,1,2022,2224225
Hambantota,Ambalantota,3,2,2,35,1,TRUE,FALSE,Pipe-borne,Three phase,2,2010,4843727
Colombo,Narahenpita,12,7,5,117,0,TRUE,TRUE,Pipe-borne,Three phase,1,1997,28334310
Kurunegala,Melsiripura,11,3,3,69,1,TRUE,TRUE,Both,Three phase,2,2009,12158989
Kandy,Gatambe,10,5,4,63,1,TRUE,TRUE,Well,Three phase,2,2020,16780364
Monaragala,Monaragala Central,19,7,5,146,3,TRUE,FALSE,Well,Three phase,2,2006,20403407
Colombo,Bambalapitiya,9,2,1,56,1,TRUE,TRUE,Both,Single phase,1,2014,32539887
Ratnapura,Pelmadulla,27,7,5,156,2,TRUE,FALSE,Both,Three phase,3,1992,24415246
Monaragala,Monaragala Central,4,2,1,35,1,TRUE,FALSE,Pipe-borne,Three phase,2,1985,3249638
Kurunegala,Kurunegala Town,7,5,5,58,0,FALSE,FALSE,Well,Three phase,2,1999,7217818
Vavuniya,Vavuniya Central,6,2,2,35,0,TRUE,FALSE,Pipe-borne,Single phase,2,1985,6595697
Polonnaruwa,Polonnaruwa Central,20,6,5,167,1,TRUE,FALSE,Both,Single phase,2,2002,15159864
Matara,Matara Town,14,6,5,118,2,FALSE,TRUE,Well,Single phase,1,1995,12952110
Kilinochchi,Kilinochchi Central,6,3,2,58,3,FALSE,FALSE,Pipe-borne,Single phase,2,2003,5511219
Jaffna,Chunnakam,22,5,4,250,2,TRUE,TRUE,Well,Single phase,3,2009,46902799
Batticaloa,Kallady,8,4,4,82,0,TRUE,TRUE,Pipe-borne,Three phase,2,1997,8282713
Jaffna,Kokuvil,16,6,5,113,1,FALSE,FALSE,Well,Single phase,1,2025,20538081
Vavuniya,Vavuniya Central,5,2,2,65,0,FALSE,FALSE,Both,Single phase,1,1985,4760062
Polonnaruwa,Polonnaruwa Central,4,1,1,35,0,FALSE,TRUE,Well,Single phase,1,2024,3986586
Vavuniya,Vavuniya Central,2,3,2,35,0,TRUE,FALSE,Well,Three phase,2,1998,3373516
Galle,Karapitiya,13,5,4,122,3,FALSE,FALSE,Pipe-borne,Three phase,1,2021,25442679
Nuwara Eliya,Nuwara Eliya Central,8,4,3,107,1,TRUE,TRUE,Both,Single phase,1,2021,22483508
Mannar,Mannar Central,9,4,3,71,1,FALSE,FALSE,Well,Single phase,1,2016,8263575
Colombo,Narahenpita,23,6,5,129,1,TRUE,TRUE,Pipe-borne,Three phase,1,2002,52345308
Ratnapura,Kuruwita,11,5,5,97,0,FALSE,TRUE,Both,Single phase,1,1988,9165631
Kalutara,Wadduwa,5,2,2,35,0,FALSE,TRUE,Both,Single phase,1,1997,7117744
Trincomalee,China Bay,9,4,3,108,0,TRUE,FALSE,Well,Single phase,1,1993,9917913
Badulla,Hali Ela,12,7,5,155,1,TRUE,TRUE,Pipe-borne,Single phase,1,2019,20001766
Kegalle,Kegalle Central,20,6,5,250,3,TRUE,FALSE,Pipe-borne,Single phase,2,2009,28570514
Trincomalee,China Bay,22,6,5,226,1,FALSE,FALSE,Pipe-borne,Three phase,2,2005,28127748
Galle,Galle Fort,10,4,3,79,0,TRUE,FALSE,Both,Three phase,1,2009,12389282
Kilinochchi,Kilinochchi Central,10,3,2,123,0,FALSE,FALSE,Pipe-borne,Three phase,2,1992,7252219
Matale,Matale Central,3,2,1,35,0,FALSE,TRUE,Pipe-borne,Single phase,1,2008,4163707
Anuradhapura,New Town,13,5,4,135,1,TRUE,FALSE,Well,Three phase,1,2021,15424151
Matale,Matale Central,19,7,5,214,2,TRUE,FALSE,Well,Three phase,2,2023,27891031
Ampara,Ampara Central,14,5,4,180,2,TRUE,TRUE,Well,Three phase,2,2025,22737278
Puttalam,Puttalam Central,5,3,3,74,0,FALSE,FALSE,Pipe-borne,Three phase,1,2023,5936350
Gampaha,Kadawatha,11,5,4,86,0,TRUE,FALSE,Both,Single phase,1,2023,21324555
Batticaloa,Batticaloa Town,16,7,5,213,2,FALSE,TRUE,Both,Three phase,2,1995,25648892
Galle,Galle Fort,8,4,3,79,2,FALSE,TRUE,Pipe-borne,Single phase,1,2015,12390934
Badulla,Hali Ela,9,2,2,84,2,TRUE,TRUE,Both,Three phase,2,1997,10336327
Colombo,Wellawatte,6,2,1,54,0,TRUE,TRUE,Pipe-borne,Three phase,2,2000,15032510
Colombo,Wellawatte,2,2,2,59,1,TRUE,TRUE,Both,Three phase,2,1987,7247191
Kilinochchi,Kilinochchi Central,2,2,2,35,1,TRUE,TRUE,Well,Single phase,2,2023,3642601
Hambantota,Hambantota Town,7,3,2,53,2,FALSE,TRUE,Well,Three phase,2,1997,6956618
Kegalle,Kegalle Central,10,3,2,82,2,TRUE,TRUE,Both,Single phase,1,2018,11131752
Badulla,Hali Ela,22,6,5,215,2,FALSE,FALSE,Pipe-borne,Three phase,2,2005,20960494
Puttalam,Puttalam Central,8,2,1,75,3,FALSE,FALSE,Both,Three phase,2,2016,10475122
Kurunegala,Kurunegala Town,5,2,1,42,2,TRUE,TRUE,Well,Three phase,1,2024,6508745
Monaragala,Monaragala Central,7,1,1,88,1,FALSE,FALSE,Both,Single phase,1,1992,7802346
Kegalle,Kegalle Central,7,3,2,76,2,TRUE,TRUE,Pipe-borne,Three phase,1,2021,8417757
Vavuniya,Vavuniya Central,6,2,1,71,1,FALSE,TRUE,Well,Three phase,1,2013,7236837
Badulla,Badulla Town,5,2,1,81,1,FALSE,FALSE,Pipe-borne,Single phase,1,2013,6869688
Badulla,Bandarawela,7,2,1,78,0,TRUE,TRUE,Well,Single phase,2,2000,9956098
Ampara,Ampara Central,7,2,1,77,1,TRUE,FALSE,Pipe-borne,Single phase,2,2019,8130747
Trincomalee,Uppuveli,19,6,5,184,1,TRUE,TRUE,Well,Single phase,2,2019,29579578
Jaffna,Chunnakam,9,3,2,82,1,TRUE,TRUE,Pipe-borne,Three phase,2,1994,13923924
Matara,Weligama,5,1,1,35,3,TRUE,FALSE,Both,Three phase,1,1989,6789509
Puttalam,Puttalam Central,14,5,4,112,1,FALSE,FALSE,Well,Single phase,2,2001,16103218
Trincomalee,China Bay,20,6,5,185,2,FALSE,FALSE,Both,Three phase,3,1996,21502554
Mullaitivu,Mullaitivu Central,18,7,5,250,3,TRUE,TRUE,Well,Three phase,3,2015,26761222
Matale,Matale Central,12,5,5,130,0,TRUE,FALSE,Well,Three phase,1,2002,14506512
Ampara,Ampara Central,9,6,5,85,0,FALSE,FALSE,Well,Single phase,2,2004,8055338
Mullaitivu,Mullaitivu Central,11,4,4,133,0,FALSE,TRUE,Both,Single phase,1,1991,12650590
Anuradhapura,Madawachchiya,7,3,3,86,1,FALSE,TRUE,Pipe-borne,Single phase,1,2002,8040537
Kegalle,Kegalle Central,7,2,1,96,1,TRUE,TRUE,Well,Three phase,1,2001,9821831
Ratnapura,Kuruwita,10,2,1,156,1,FALSE,FALSE,Well,Single phase,1,2011,15289172
Colombo,Bambalapitiya,2,4,3,35,1,TRUE,TRUE,Pipe-borne,Three phase,2,2012,11218415
Kandy,Tennekumbura,29,6,5,221,3,TRUE,TRUE,Well,Single phase,2,1995,48015852
Kandy,Peradeniya,8,2,2,77,1,FALSE,TRUE,Pipe-borne,Single phase,1,1998,13803223
Nuwara Eliya,Nuwara Eliya Central,3,1,1,35,0,FALSE,TRUE,Pipe-borne,Three phase,1,1991,6113112
Kandy,Tennekumbura,5,2,1,35,0,FALSE,TRUE,Both,Single phase,1,2001,9488817
Monaragala,Monaragala Central,2,3,3,35,2,TRUE,TRUE,Both,Three phase,2,2005,5089417
Ratnapura,Pelmadulla,13,6,5,99,2,FALSE,TRUE,Pipe-borne,Single phase,2,1998,14568692
Anuradhapura,New Town,5,2,1,56,0,TRUE,TRUE,Well,Three phase,1,1991,5787202
Kalutara,Kalutara North,14,7,5,91,2,TRUE,TRUE,Both,Three phase,2,1992,16790855
Mannar,Mannar Central,32,7,5,250,1,FALSE,TRUE,Pipe-borne,Three phase,3,2009,37786306
Gampaha,Wattala,7,3,2,69,1,FALSE,TRUE,Well,Three phase,1,1993,12674246
Puttalam,Puttalam Central,10,5,4,68,0,FALSE,FALSE,Well,Three phase,1,2023,11711593
Matale,Matale Central,2,3,2,53,2,TRUE,FALSE,Well,Three phase,2,2004,4817950
Mannar,Mannar Central,12,5,5,93,2,FALSE,TRUE,Both,Single phase,1,1993,9550331
Gampaha,Negombo,8,3,3,107,0,TRUE,FALSE,Well,Single phase,1,1990,15392412
Polonnaruwa,Polonnaruwa Central,5,1,1,54,1,FALSE,FALSE,Pipe-borne,Single phase,2,1985,5593965
Hambantota,Hambantota Town,8,2,2,66,1,FALSE,TRUE,Well,Three phase,1,2006,7104069
Monaragala,Monaragala Central,4,1,1,35,1,TRUE,TRUE,Pipe-borne,Single phase,2,1987,5970609
Mullaitivu,Mullaitivu Central,11,6,5,156,1,FALSE,TRUE,Well,Three phase,2,1985,12886727
Trincomalee,Uppuveli,13,5,4,140,2,FALSE,FALSE,Both,Single phase,2,1999,13322567
Mullaitivu,Mullaitivu Central,2,2,1,59,0,FALSE,TRUE,Both,Three phase,1,1991,3518426
Matale,Matale Central,9,4,4,65,2,FALSE,TRUE,Both,Three phase,1,2023,11855955
Kurunegala,Polgahawela,7,4,3,86,3,TRUE,FALSE,Pipe-borne,Three phase,1,2018,10104949
Puttalam,Puttalam Central,27,6,5,250,2,TRUE,TRUE,Pipe-borne,Single phase,2,2025,47718440
Kalutara,Beruwala,4,3,3,35,1,FALSE,FALSE,Pipe-borne,Three phase,1,2005,5631596
Kurunegala,Melsiripura,14,7,5,102,1,TRUE,FALSE,Well,Three phase,1,1997,13701902
Matale,Matale Central,8,4,3,108,0,TRUE,TRUE,Well,Three phase,1,2002,10942327
Kegalle,Kegalle Central,3,1,1,39,1,FALSE,TRUE,Pipe-borne,Single phase,2,2022,5040482
Batticaloa,Eravur,6,3,3,56,1,TRUE,FALSE,Well,Single phase,1,2019,7667326
Kurunegala,Kurunegala Town,11,6,5,84,0,TRUE,TRUE,Pipe-borne,Single phase,2,2018,13464282
Matale,Matale Central,2,1,1,43,2,FALSE,FALSE,Well,Three phase,2,2014,3812850
Galle,Hikkaduwa,3,2,1,35,0,TRUE,TRUE,Pipe-borne,Three phase,1,1996,4173116
Trincomalee,China Bay,2,1,1,43,1,TRUE,TRUE,Pipe-borne,Single phase,2,1996,3612928
Matara,Akurugoda,14,4,3,157,3,FALSE,FALSE,Pipe-borne,Single phase,2,2013,21839182
Mullaitivu,Mullaitivu Central,9,1,1,107,0,TRUE,TRUE,Both,Three phase,1,2004,9931539
Trincomalee,China Bay,52,5,5,250,1,TRUE,FALSE,Pipe-borne,Single phase,3,1988,58629979
Kilinochchi,Kilinochchi Central,18,7,5,228,2,TRUE,FALSE,Pipe-borne,Single phase,2,1993,16913069
Matale,Matale Central,2,1,1,54,0,FALSE,FALSE,Both,Single phase,2,2009,2624298
Nuwara Eliya,Nuwara Eliya Central,6,1,1,53,3,FALSE,TRUE,Both,Single phase,1,2008,13532578
Anuradhapura,Madawachchiya,9,3,3,93,2,FALSE,FALSE,Pipe-borne,Single phase,1,2013,11234153
Badulla,Bandarawela,10,4,3,155,1,TRUE,FALSE,Both,Single phase,1,1987,13968187
Kurunegala,Polgahawela,11,4,3,116,0,TRUE,FALSE,Both,Single phase,1,1990,13429530
Monaragala,Monaragala Central,2,2,2,35,1,TRUE,FALSE,Well,Single phase,2,2009,3689542
Badulla,Hali Ela,13,6,5,106,1,TRUE,FALSE,Both,Single phase,2,2000,13411356
Matara,Matara Town,20,4,3,180,2,FALSE,FALSE,Pipe-borne,Three phase,3,2007,23813282
Galle,Karapitiya,22,6,5,163,3,FALSE,FALSE,Pipe-borne,Three phase,3,2016,35524201
Jaffna,Jaffna Town,4,2,1,51,0,TRUE,TRUE,Both,Three phase,1,1998,5930228
Kandy,Tennekumbura,18,6,5,142,3,FALSE,TRUE,Well,Three phase,1,2013,32442943
Badulla,Hali Ela,28,6,5,250,1,FALSE,FALSE,Both,Three phase,3,2023,48839321
Badulla,Bandarawela,15,7,5,156,2,FALSE,FALSE,Pipe-borne,Single phase,1,2016,20733860
Kegalle,Kegalle Central,34,6,5,250,2,FALSE,FALSE,Both,Three phase,2,2005,33465967
Batticaloa,Kallady,5,2,2,61,0,TRUE,FALSE,Well,Single phase,1,2024,6375544
Monaragala,Monaragala Central,12,5,5,183,0,TRUE,FALSE,Pipe-borne,Single phase,2,2014,13431490
Polonnaruwa,Polonnaruwa Central,7,4,4,82,2,TRUE,FALSE,Pipe-borne,Three phase,1,2019,9013294
Kalutara,Panadura,3,2,1,35,1,TRUE,TRUE,Both,Three phase,1,1985,5079159
Ampara,Ampara Central,18,6,5,225,1,FALSE,FALSE,Well,Single phase,3,2014,28398080
Kalutara,Beruwala,38,6,5,250,1,FALSE,TRUE,Pipe-borne,Single phase,3,1998,58157939
Gampaha,Gampaha Town,2,2,1,46,2,FALSE,FALSE,Both,Three phase,2,2012,5558374
Kalutara,Wadduwa,23,7,5,197,1,FALSE,FALSE,Pipe-borne,Three phase,2,2017,27930983
Ratnapura,Ratnapura Town,2,3,2,56,1,FALSE,FALSE,Pipe-borne,Three phase,1,1997,4638334
Kegalle,Kegalle Central,5,1,1,51,1,TRUE,FALSE,Well,Single phase,1,2010,6079940
Ratnapura,Ratnapura Town,11,3,3,154,2,FALSE,TRUE,Well,Three phase,2,2016,14367442
Matara,Akurugoda,19,7,5,177,1,FALSE,TRUE,Pipe-borne,Three phase,2,1986,23433469
Mannar,Mannar Central,14,6,5,142,1,TRUE,TRUE,Both,Single phase,1,1997,11631306
Puttalam,Puttalam Central,21,7,5,229,2,TRUE,FALSE,Pipe-borne,Three phase,3,1986,28141075
Vavuniya,Vavuniya Central,9,3,3,91,0,TRUE,FALSE,Well,Single phase,1,1985,10330211
Kandy,Kandy City,9,4,3,129,0,TRUE,TRUE,Pipe-borne,Single phase,1,2015,23476730
Kurunegala,Pannala,14,5,4,124,1,FALSE,FALSE,Both,Single phase,2,2004,16308821
Puttalam,Puttalam Central,5,2,1,55,1,TRUE,FALSE,Both,Three phase,2,1987,5815903
Kalutara,Kalutara North,39,6,5,242,1,FALSE,FALSE,Well,Single phase,2,2008,50338410
Kurunegala,Polgahawela,6,2,2,67,1,FALSE,FALSE,Pipe-borne,Three phase,2,2002,6642389
Matara,Akurugoda,29,5,5,250,1,TRUE,FALSE,Pipe-borne,Single phase,2,2001,44468501
Ratnapura,Ratnapura Town,32,6,5,250,1,FALSE,TRUE,Pipe-borne,Single phase,3,2018,54756523
Puttalam,Puttalam Central,36,6,5,250,1,FALSE,TRUE,Well,Single phase,2,2019,51184810
Puttalam,Puttalam Central,5,2,2,35,1,TRUE,FALSE,Both,Three phase,1,1999,4576278
Polonnaruwa,Polonnaruwa Central,3,2,1,47,1,TRUE,TRUE,Well,Single phase,1,2009,3988561
Puttalam,Puttalam Central,5,1,1,35,1,FALSE,TRUE,Pipe-borne,Single phase,1,1995,3565222
Mullaitivu,Mullaitivu Central,2,2,1,41,1,FALSE,FALSE,Both,Three phase,1,2024,3022400
Mullaitivu,Mullaitivu Central,16,5,5,141,1,FALSE,TRUE,Both,Single phase,1,2020,13216064
